500,0.0312699,0.00827951,-26,0,0,0,21
1000,0.0250278,0.00930463,-52,0,0,0,38
1500,0.138603,0.0292259,-79,0,0,0,55
2000,-0.0324045,0.247649,-96,0,0,1,11
2500,2.13972,0.479085,-107,0,0,1,28
3000,3.86268,1.44207,-117,0,0,1,44
3500,3.84426,1.79096,-127,0,0,2,1
4000,2.6154,2.3559,-132,4,0,2,17
4500,2.4105,2.51044,-136,8,0,2,34
5000,4.204,3.93294,-143,10,0,2,50
5500,4.28567,2.73362,-153,10,0,3,7
6000,5.1483,2.73262,-163,10,0,3,23
6500,0.913025,2.02045,-172,10,0,3,40
7000,3.23227,3.72474,-182,10,0,3,56
7500,3.8055,3.88561,-192,10,0,4,13
8000,4.91992,4.40195,-202,10,0,4,29
8500,4.1764,4.91603,-212,10,0,4,46
9000,4.20914,5.05938,-222,10,0,5,2
9500,3.4499,4.47457,-232,10,0,5,19
10000,3.1091,4.04176,-242,10,0,5,36
10500,4.37068,2.93629,-252,10,0,5,53
11000,4.18103,2.42804,-262,10,0,6,9
11500,3.85036,2.33158,-272,10,0,6,26
12000,-0.834317,-0.381002,-281,10,0,6,42
12500,0.374721,0.474291,-291,10,0,6,59
13000,1.49142,1.39168,-301,10,0,7,15
13500,2.18701,2.31732,-311,10,0,7,32
14000,2.98655,2.75709,-321,10,0,7,48
14500,3.75946,1.56358,-331,10,0,8,5
15000,-1.52801,-0.278289,-340,10,0,8,21
15500,0.169997,-0.335339,-347,12,0,8,38
16000,2.29826,2.38699,-357,12,0,8,54
16500,2.72595,2.73267,-367,12,0,9,11
17000,3.05048,2.26663,-377,12,0,9,28
17500,3.51563,1.93966,-387,12,0,9,44
18000,-0.204456,-0.0518951,-396,12,0,10,1
18500,1.93573,1.97014,-406,12,0,10,17
19000,1.27891,2.3496,-416,12,0,10,34
19500,-0.588402,2.34125,-426,12,0,10,50
20000,2.64127,2.62015,-436,12,0,11,7
20500,0.317258,0.258388,-444,13,0,11,24
21000,0.238984,0.167943,-454,13,0,11,40
21500,0.763712,0.817114,-464,13,0,11,57
22000,1.30444,1.27956,-474,13,0,12,13
22500,1.62929,1.65079,-484,13,0,12,30
23000,2.86598,2.57753,-494,13,0,12,46
23500,3.09981,2.22441,-504,13,0,13,3
24000,-1.41477,-0.535376,-513,13,0,13,19
24500,1.4574,1.55555,-523,13,0,13,36
25000,2.69416,2.55118,-533,13,0,13,53
25500,2.64091,2.5246,-543,13,0,14,9
26000,2.57027,2.51778,-553,13,0,14,26
26500,2.65468,2.5844,-563,13,0,14,42
27000,-1.64761,-0.727258,-571,14,0,14,59
27500,-1.07891,-0.526534,-581,14,0,15,15
28000,2.66556,2.59909,-589,16,0,15,32
28500,3.3069,2.23946,-599,16,0,15,48
29000,3.29211,2.24115,-609,16,0,16,5
29500,-0.214916,-0.264829,-618,16,0,16,21
30000,2.8979,2.70379,-626,18,0,16,38
30500,0.613111,0.443204,-634,19,0,16,55
31000,-1.32119,-0.616034,-642,20,0,17,11
31500,-0.823398,-0.574505,-652,20,0,17,28
32000,-0.896745,-0.560843,-662,20,0,17,44
32500,-0.832382,-0.498059,-672,20,0,18,1
33000,-0.82142,-0.459908,-682,20,0,18,18
33500,-0.652477,-0.367226,-692,20,0,18,34
34000,-0.633741,-0.413707,-702,20,0,18,51
34500,0.0132525,-0.0212907,-712,20,0,19,7
35000,0.218945,0.321729,-722,20,0,19,24
35500,0.276887,0.266719,-732,20,0,19,40
36000,-0.524261,-0.341255,-742,20,0,19,57
36500,3.31443,2.32693,-751,21,0,20,13
37000,0.465317,0.438448,-760,21,0,20,30
37500,0.868185,0.878231,-770,21,0,20,46
38000,0.9655,0.96985,-780,21,0,21,3
38500,1.57498,2.19035,-790,21,0,21,19
39000,1.40852,2.21599,-800,21,0,21,36
39500,1.4248,1.4625,-808,22,0,21,52
40000,1.60551,1.71643,-818,22,0,22,9
40500,2.01672,2.02737,-828,22,0,22,26
41000,1.85599,1.9433,-838,22,0,22,42
41500,2.07266,2.1961,-848,22,0,22,59
42000,2.50864,2.50632,-858,22,0,23,16
42500,2.98579,2.65204,-868,22,0,23,32
43000,1.86489,1.85657,-876,23,0,23,49
43500,0.69271,0.663322,-884,24,0,24,5
44000,0.919501,0.930719,-894,24,0,24,22
44500,0.445464,0.31735,-902,25,0,24,38
45000,-0.134618,-0.0965777,-910,26,0,24,55
45500,3.50833,1.73362,-919,27,0,25,11
46000,3.65224,1.23668,-929,27,0,25,28
46500,3.10935,2.53877,-937,28,0,25,44
47000,0.23819,0.232519,-946,28,0,26,1
47500,0.132596,2.30929,-956,28,0,26,17
48000,3.32556,2.50313,-966,28,0,26,34
48500,3.37997,2.58268,-976,28,0,26,50
49000,3.60271,1.79444,-986,28,0,27,7
49500,0.792606,0.765124,-995,28,0,27,24
50000,-1.49772,-0.772348,-1003,29,0,27,41
50500,0.00751723,-0.036316,-1013,29,0,27,57
51000,1.06097,1.0245,-1022,30,0,28,14
51500,0.883961,0.800411,-1030,31,0,28,30
52000,1.05061,1.07329,-1040,31,0,28,47
52500,0.915864,0.895367,-1050,31,0,29,3
53000,-0.824243,-0.417372,-1058,32,0,29,20
53500,-0.681722,-0.297052,-1068,32,0,29,36
54000,-1.45808,-0.73942,-1076,33,0,29,53
54500,-0.39482,-0.0583215,-1086,33,0,30,9
55000,1.14252,1.11461,-1096,33,0,30,26
55500,-0.111174,-0.336352,-1104,35,0,30,42
56000,1.97862,1.96848,-1112,36,0,30,59
56500,2.63439,2.60336,-1122,36,0,31,15
57000,0.546677,0.00863106,-1128,38,0,31,32
57500,1.84852,1.82671,-1135,40,0,31,49
58000,2.98534,2.7205,-1142,42,0,32,5
58500,2.76792,2.75797,-1147,45,0,32,22
59000,3.04432,2.82864,-1154,47,0,32,38
59500,-0.00824598,-0.162393,-1163,47,0,32,55
60000,3.44461,2.80331,-1170,49,0,33,12
60500,0.929683,0.376043,-1177,50,0,33,28
61000,0.607591,0.110657,-1185,51,0,33,45
61500,0.898502,0.34897,-1193,52,0,34,1
62000,3.52519,2.73665,-1202,53,0,34,18
62500,0.582894,0.469674,-1209,54,0,34,34
63000,0.220556,-0.148388,-1215,56,0,34,51
63500,3.13037,3.04217,-1222,58,0,35,7
64000,1.12217,0.764675,-1229,59,0,35,24
64500,0.484568,0.520702,-1237,60,0,35,41
65000,3.14378,2.93422,-1243,63,0,35,57
65500,-0.433895,-0.440333,-1249,65,0,36,14
66000,0.911267,0.804538,-1256,67,0,36,30
66500,1.89684,2.35739,-1263,69,0,36,47
67000,1.66699,2.44883,-1270,71,0,37,3
67500,1.07556,0.937286,-1277,73,0,37,20
68000,2.1498,2.05426,-1282,76,0,37,36
68500,1.87229,0.970175,-1288,78,0,37,53
69000,2.07749,2.25242,-1297,79,0,38,9
69500,0.530953,0.406105,-1301,83,0,38,26
70000,1.73839,1.7142,-1311,83,0,38,43
70500,1.35352,1.32689,-1320,83,0,38,59
71000,3.56183,3.1782,-1325,87,0,39,16
71500,2.25163,0.495304,-1327,92,0,39,33
72000,3.14885,3.06031,-1334,94,0,39,49
72500,1.67588,1.58637,-1339,97,0,40,6
73000,0.692333,-0.000886666,-1346,98,0,40,22
73500,2.30413,1.01675,-1351,101,0,40,39
74000,2.82166,2.88674,-1359,102,0,40,55
74500,3.71157,3.23396,-1364,105,0,41,12
75000,2.09975,1.2006,-1369,107,0,41,28
75500,1.53732,1.53667,-1376,109,0,41,45
76000,1.91002,1.91069,-1382,112,0,42,1
76500,2.8564,2.95027,-1389,114,0,42,18
77000,1.16235,1.12424,-1398,114,0,42,34
77500,1.89517,1.9252,-1403,117,0,42,51
